EJS_SiteCode	EJS_UniqueFieldID	YrVisit	GridRef_OSGB36	X	Y
S39	S39_F7	2015_Visit3	NH95752352	295750	823520
S30	S30_F6	2015_Visit2	NH99542202	299540	822020
S30	S30_F9	2015_Visit2	NH99372188	299370	821880
S16	S16_F10	2015_Visit3	NH80260376	280260	803760
S16	S16_F10	2015_Visit3	NH80160375	280160	803750
S33	S33_F6	2015_Visit2	NJ08102070	308100	820700
S10	S10_F4	2005_Visit1	NN72099893	272090	798930
S6B	S6B_F3	2015_Visit3	NH80530388	280530	803880
S16	S16_F4	2015_Visit3	NH99772219	299770	822190
S30	S30_F5	2015_Visit3	NH80590391	280590	803910
S16	S16_F4	2015_Visit3	NN67098949	267090	789490
S45	S45_F5	2015_Visit2	NN67298967	267290	789670
S45	S45_F5	2015_Visit2	NH97582644	297580	826440
S41	S41_F1	2000_Visit1	NJ08342063	308340	820630
S33	S33_F4	2015_Visit3	NH80570384	280570	803840
S16	S16_F4	2015_Visit3	NH80190367	280190	803670
S16	S16_F10	2015_Visit3	NH80280382	280280	803820
S16	S16_F10	2015_Visit3	NH80530396	280530	803960
S16	S16_F4	2015_Visit3	NN65488702	265480	787020
S45	S45_F4	2015_Visit3	NJ07422095	307420	820950
S33	S33_F14	2015_Visit2	NJ08232065	308230	820650
S33	S33_F5	2015_Visit2	NJ08212070	308210	820700
S33	S33_F6	2015_Visit2	NN67188967	267180	789670
S45	S45_F5	2015_Visit2	NH80730403	280730	804030
S16	S16_F4	2015_Visit3	NN65378706	265370	787060
S45	S45_F4	2015_Visit3	NH99502203	299500	822030
S30	S30_F6	2015_Visit3	NH99652180	299650	821800
S30	S30_F7	2015_Visit3	NH85682016	285680	820160
S47	S47_F2	2015_Visit2	NN71849868	271840	798680
S10	S10_F5	2005_Visit1	NN64079323	264070	793230
S5	S5_F6	2015_Visit3	NN70399798	270390	797980
S6A	S6A_F12	2015_Visit3	NN69509721	269500	797210
S6B	S6B_F3	2015_Visit3	NH86260910	286260	809100
S19	S19_F3	2015_Visit1	NJ08242050	308240	820500
S33	S33_F4	2015_Visit3	NJ04782138	304780	821380
S33	S33_F41	2015_Visit3	NH97722637	297720	826370
S41	S41_F1	2000_Visit1	NJ00462354	300460	823540
S32	S32_F8	2015_Visit1	NJ01052410	301050	824100
S32	S32_F4	2015_Visit1	NJ00132342	300130	823420
S32	S32_F9	2015_Visit2	NJ06532837	306530	828370
S36A	S36A_F6	2015_Visit2	NH96702068	296700	820680
S26	S26_F18	2015_Visit3	NH98182170	298180	821700
S27	S27_F3	2015_Visit2	NH98482183	298480	821830
S29	S29_F13	2015_Visit1	NH98892148	298890	821480
S29	S29_F18	2015_Visit2	NH99572183	299570	821830
S30	S30_F7	2015_Visit1	NH97632626	297630	826260
S41	S41_F1	2000_Visit1	NH75420024	275420	800240
S14	S14_F2	2015_Visit1	NN73939990	273930	799900
S14	S14_F7	2015_Visit3	NN83859941	283850	799410
S17B	S17B_F2	2015_Visit1	NH88921019	288920	810190
S22C	S22C_F10	2015_Visit1	NH92971971	292970	819710
S25	S25_F5	2015_Visit2	NH92421921	292420	819210
S25	S25_F10	2015_Visit2	NN64978684	264970	786840
S45	S45_F2	2005_Visit2	NN65418739	265410	787390
S45	S45_F2	2005_Visit2	NN65818769	265810	787690
S45	S45_F2	2005_Visit2	NN65558751	265550	787510
S45	S45_F2	2005_Visit2	NN65688771	265680	787710
S45	S45_F2	2005_Visit2	NN65868780	265860	787800
S45	S45_F2	2005_Visit2	NJ04682170	304680	821700
S33	S33_F42	2015_Visit1	NJ07732086	307730	820860
S33	S33_F4	2015_Visit1	NJ04712166	304710	821660
S33	S33_F42	2015_Visit2	NH96582455	296580	824550
S37	S37_F7	2015_Visit1	NH96672456	296670	824560
S37	S37_F7	2015_Visit1	NH97592620	297590	826200
S41	S41_F1	2000_Visit1	NH97692634	297690	826340
S41	S41_F1	2000_Visit2	NN65958786	265950	787860
S45	S45_F2	2005_Visit2	NN66598858	266590	788580
S45	S45_F5	2010_Visit2	NN66178821	266170	788210
S45	S45_F5	2010_Visit2	NH97672646	297670	826460
S41	S41_F1	2000_Visit2	NH97722633	297720	826330
S41	S41_F1	2000_Visit2	NH97772637	297770	826370
S41	S41_F1	2005_Visit3	NH97672643	297670	826430
S41	S41_F1	2000_Visit1	NN73789944	273780	799440
S11	S11_F11	2015_Visit2	NN65519418	265510	794180
S3	S3_F13	2010_Visit1	NJ04721778	304720	817780
S34	S34_F55	2010_Visit3	NJ04291760	304290	817600
S34	S34_F55	2010_Visit3	NJ04251755	304250	817550
S34	S34_F55	2010_Visit3	NJ04791781	304790	817810
S34	S34_F55	2010_Visit3	NJ04771777	304770	817770
S34	S34_F55	2010_Visit3	NJ04891776	304890	817760
S34	S34_F55	2010_Visit3	NJ08562036	308560	820360
S33	S33_F1	2005_Visit3	NJ06862114	306860	821140
S33	S33_F11	2005_Visit1	NJ06902118	306900	821180
S33	S33_F11	2005_Visit1	NJ07362075	307360	820750
S33	S33_F12	2005_Visit1	NJ07292082	307290	820820
S33	S33_F12	2005_Visit3	NJ07152079	307150	820790
S33	S33_F12	2005_Visit3	NJ07372074	307370	820740
S33	S33_F12	2005_Visit3	NJ06562128	306560	821280
S33	S33_F13	2005_Visit3	NJ05972126	305970	821260
S33	S33_F18	2005_Visit1	NJ05282111	305280	821110
S33	S33_F18	2005_Visit2	NJ05462129	305460	821290
S33	S33_F18	2005_Visit3	NJ05512126	305510	821260
S33	S33_F18	2005_Visit3	NJ04232020	304230	820200
S33	S33_F22	2005_Visit1	NJ03592033	303590	820330
S33	S33_F26	2005_Visit3	NJ07712088	307710	820880
S33	S33_F8	2005_Visit2	NJ07092018	307090	820180
S33	S33_F17	2005_Visit3	NJ07052012	307050	820120
S33	S33_F17	2005_Visit3	NJ06532149	306530	821490
S33	S33_F16	2000_Visit1	NJ06112106	306110	821060
S33	S33_F21	2000_Visit1	NJ07112008	307110	820080
S33	S33_F25	2000_Visit1	NJ05242057	305240	820570
S33	S33_F25	2000_Visit1	NJ05242065	305240	820650
S33	S33_F29a	2000_Visit1	NJ08322061	308320	820610
S33	S33_F29a	2000_Visit2	NJ08302058	308300	820580
S33	S33_F3	2005_Visit3	NJ04962167	304960	821670
S33	S33_F3	2005_Visit3	NJ04211996	304210	819960
S33	S33_F31	2000_Visit1	NJ08252069	308250	820690
S33	S33_F38	2000_Visit1	NJ08092064	308090	820640
S33	S33_F4	2005_Visit1	NJ08122070	308120	820700
S33	S33_F5	2000_Visit1	NJ08092068	308090	820680
S33	S33_F5	2000_Visit2	NJ07602079	307600	820790
S33	S33_F5	2000_Visit2	NJ07722074	307720	820740
S33	S33_F9	2000_Visit2	NJ07732080	307730	820800
S33	S33_F8	2000_Visit2	NJ07672078	307670	820780
S33	S33_F8	2000_Visit2	NJ07762096	307760	820960
S33	S33_F8	2000_Visit2	NJ07802074	307800	820740
S33	S33_F8	2000_Visit2	NJ07772081	307770	820810
S33	S33_F7	2000_Visit2	NJ07812086	307810	820860
S33	S33_F7	2000_Visit2	NJ07772073	307770	820730
S33	S33_F7	2000_Visit2	NJ07982066	307980	820660
S33	S33_F7	2000_Visit2	NH72170011	272170	800110
S33	S33_F6	2000_Visit2	NH72200005	272200	800050
S8	S8_F1	2000_Visit2	NH72200010	272200	800100
S8	S8_F1	2000_Visit2	NH72160002	272160	800020
S8	S8_F1	2000_Visit2	NH71190020	271190	800200
S8	S8_F1	2000_Visit2	NN71999984	271990	799840
S8	S8_F10	2005_Visit3	NH72090002	272090	800020
S8	S8_F2	2000_Visit1	NN72029993	272020	799930
S8	S8_F2	2000_Visit1	NJ04451783	304450	817830
S8	S8_F2	2000_Visit1	NJ04832181	304830	821810
S34	S34_F24	2000_Visit3	NJ04212014	304210	820140
S33	S33_F40	2015_VisitOUT OF SEASON	NJ04241994	304240	819940
S33	S33_F34b	2015_VisitOUT OF SEASON	NJ00802429	300800	824290
S33	S33_F47	2015_VisitOUT OF SEASON	NJ00722434	300720	824340
S42	S42_F10	2005_Visit1	NJ00792424	300790	824240
S42	S42_F10	2005_Visit1	NJ01112495	301110	824950
S42	S42_F10	2005_Visit1	NJ01082492	301080	824920
S42	S42_F7	2005_Visit1	NJ01112487	301110	824870
S42	S42_F7	2005_Visit1	NJ01182486	301180	824860
S42	S42_F7	2005_Visit1	NJ01142487	301140	824870
S42	S42_F7	2005_Visit1	NJ01062489	301060	824890
S42	S42_F7	2005_Visit1	NJ01072499	301070	824990
S42	S42_F7	2005_Visit1	NJ01132496	301130	824960
S42	S42_F7	2005_Visit1	NJ01182489	301180	824890
S42	S42_F7	2005_Visit2	NJ01132491	301130	824910
S42	S42_F7	2005_Visit2	NJ01102491	301100	824910
S42	S42_F7	2005_Visit2	NN67879942	267870	799420
S42	S42_F7	2005_Visit2	NN67929938	267920	799380
S7	S7_F5	2000_Visit2	NN68569954	268560	799540
S7	S7_F5	2000_Visit2	NH98772178	298770	821780
S7	S7_F4	2000_Visit3	NJ00132180	300130	821800
S29	S29_F9	2000_Visit2	NJ00432259	300430	822590
S31	S31_F6	2000_Visit2	NJ00532267	300530	822670
S31	S31_F4	2000_Visit2	NN56169348	256160	793480
S31	S31_F4	2000_Visit2	NN56099308	256090	793080
S1	S1_F2	2005_Visit1	NN56319309	256310	793090
S1	S1_F4	2005_Visit2	NN56379301	256370	793010
S1	S1_F5	2005_Visit2	NH70940007	270940	800070
S1	S1_F5	2005_Visit2	NH71090004	271090	800040
S8	S8_F8	2005_Visit1	NN71109999	271100	799990
S8	S8_F8	2005_Visit1	NN71069997	271060	799970
S8	S8_F8	2005_Visit1	NH71240012	271240	800120
S8	S8_F8	2005_Visit1	NN71249995	271240	799950
S8	S8_F8	2005_Visit1	NH71060002	271060	800020
S8	S8_F8	2005_Visit1	NH71040008	271040	800080
S8	S8_F8	2005_Visit2	NH71060002	271060	800020
S8	S8_F8	2005_Visit3	NH71160010	271160	800100
S8	S8_F8	2005_Visit3	NN71959873	271950	798730
S8	S8_F8	2005_Visit1	NN71959862	271950	798620
S10	S10_F5	2005_Visit1	NN72029869	272020	798690
S10	S10_F5	2005_Visit1	NN71599838	271590	798380
S10	S10_F5	2005_Visit1	NN71789838	271780	798380
S10	S10_F6	2005_Visit1	NN71689839	271680	798390
S10	S10_F6	2005_Visit1	NN71789826	271780	798260
S10	S10_F6	2005_Visit1	NN71709827	271700	798270
S10	S10_F7	2005_Visit1	NN71849891	271840	798910
S10	S10_F7	2005_Visit1	NN71859883	271850	798830
S10	S10_F9	2005_Visit2	NN71809860	271800	798600
S10	S10_F9	2005_Visit2	NN71929866	271920	798660
S10	S10_F5	2005_Visit2	NN72279912	272270	799120
S10	S10_F5	2005_Visit2	NN72289900	272280	799000
S10	S10_F3	2005_Visit2	NN72329913	272320	799130
S10	S10_F3	2005_Visit2	NN72339905	272330	799050
S10	S10_F3	2005_Visit2	NN72099885	272090	798850
S10	S10_F3	2005_Visit2	NN72089891	272080	798910
S10	S10_F4	2005_Visit2	NN72019873	272010	798730
S10	S10_F4	2005_Visit2	NN71849865	271840	798650
S10	S10_F5	2005_Visit2	NN72079872	272070	798720
S10	S10_F5	2005_Visit2	NN71819856	271810	798560
S10	S10_F5	2005_Visit2	NN71909866	271900	798660
S10	S10_F5	2005_Visit2	NN71759856	271750	798560
S10	S10_F5	2005_Visit2	NN71809830	271800	798300
S10	S10_F5	2005_Visit2	NN71729824	271720	798240
S10	S10_F7	2005_Visit2	NN72119878	272110	798780
S10	S10_F7	2005_Visit2	NN72139893	272130	798930
S10	S10_F4	2005_Visit1	NN75909949	275900	799490
S10	S10_F4	2005_Visit1	NJ06892945	306890	829450
S14	S14_F12	2005_Visit3	NJ00132187	300130	821870
S36B	S36B_F1	2015_Visit2	NJ07402948	307400	829480
S31	S31_F6	2000_Visit2	NJ07252915	307250	829150
S36B	S36B_F8	2015_Visit2	NJ00602392	300600	823920
S36B	S36B_F10	2015_Visit2	NJ00842507	300840	825070
S42	S42_F14	2015_VisitOUT OF SEASON	NJ01302516	301300	825160
S42	S42_F3	2015_VisitOUT OF SEASON	NJ00332413	300330	824130
S42	S42_F5	2015_VisitOUT OF SEASON	NJ01002514	301000	825140
S42	S42_F14	2015_VisitOUT OF SEASON	NJ01042438	301040	824380
S42	S42_F3	2015_VisitOUT OF SEASON	NJ00432495	300430	824950
S42	S42_F11	2015_VisitOUT OF SEASON	NJ01122465	301120	824650
S42	S42_F1	2015_VisitOUT OF SEASON	NJ07652098	307650	820980
S42	S42_F9	2015_VisitOUT OF SEASON	NJ01242526	301240	825260
S42	S42_F9	2015_VisitOUT OF SEASON	NJ07732091	307730	820910
S33	S33_F10	2015_VisitOUT OF SEASON	NJ05962116	305960	821160
S42	S42_F6	2015_VisitOUT OF SEASON	NJ06552118	306550	821180
S33	S33_F9	2015_VisitOUT OF SEASON	NJ06112105	306110	821050
S33	S33_F34a	2015_VisitOUT OF SEASON	NH97372103	297370	821030
S33	S33_F17	2015_VisitOUT OF SEASON	NH97112096	297110	820960
S33	S33_F34a	2015_VisitOUT OF SEASON	NH97352099	297350	820990
S28	S28_F3	2005_Visit1	NH97512106	297510	821060
S28	S28_F3	2005_Visit1	NH97412100	297410	821000
S28	S28_F3	2005_Visit1	NH97202091	297200	820910
S28	S28_F3	2005_Visit1	NH97472119	297470	821190
S28	S28_F3	2005_Visit1	NH97532102	297530	821020
S28	S28_F3	2005_Visit1	NH97432100	297430	821000
S28	S28_F3	2005_Visit1	NH97452097	297450	820970
S28	S28_F3	2005_Visit2	NH97322105	297320	821050
S28	S28_F3	2005_Visit2	NH97302079	297300	820790
S28	S28_F3	2005_Visit2	NH97842091	297840	820910
S28	S28_F3	2005_Visit2	NH97332107	297330	821070
S28	S28_F3	2005_Visit2	NH97272086	297270	820860
S28	S28_Fnot RECORDED	2005_Visit2	NH97342094	297340	820940
S28	S28_F3	2005_Visit2	NH97402092	297400	820920
S28	S28_F3	2005_Visit2	NH98072069	298070	820690
S28	S28_F3	2005_Visit2	NH97512113	297510	821130
S28	S28_F3	2005_Visit2	NH97162053	297160	820530
S28	S28_Fnot RECORDED	2005_Visit2	NJ06442125	306440	821250
S28	S28_F3	2005_Visit2	NH94862459	294860	824590
S28	S28_F9	2005_Visit2	NN65058705	265050	787050
S33	S33_F17	2010_Visit1	NN67128921	267120	789210
S44B	S44B_F7	2000_Visit3	NN66988903	266980	789030
S45	S45_FOUTSIDE SITE BOUNDARY	2000_Visit1	NN66058816	266050	788160
S45	S45_F7	2000_Visit3	NN66038797	266030	787970
S45	S45_F7	2000_Visit3	NN65738770	265730	787700
S45	S45_F7	2000_Visit3	NN66988924	266980	789240
S45	S45_F7	2000_Visit3	NN66618893	266610	788930
S45	S45_F7	2000_Visit3	NN64838682	264830	786820
S45	S45_F2	2005_Visit2	NN64958691	264950	786910
S45	S45_F2	2005_Visit2	NN64828641	264820	786410
S45	S45_F2	2000_Visit1	NN64558644	264550	786440
S45	S45_F2	2000_Visit2	NN64378600	264370	786000
S45	S45_F2	2000_Visit2	NN64448575	264440	785750
S45	S45_F2	2000_Visit2	NN64058499	264050	784990
S45	S45_F1	2000_Visit1	NN64328546	264320	785460
S45	S45_F1	2000_Visit2	NN64308556	264300	785560
S45	S45_F1	2000_Visit3	NN82569760	282560	797600
S45	S45_F1	2000_Visit3	NN82589787	282580	797870
S45	S45_F1	2000_Visit3	NN82619760	282610	797600
S17B	S17B_F9	2000_Visit2	NN82599779	282590	797790
S17B	S17B_F9	2000_Visit2	NN82219781	282210	797810
S17B	S17B_F9	2000_Visit2	NN82519805	282510	798050
S17B	S17B_F9	2000_Visit2	NN82339762	282330	797620
S17B	S17B_F8	2000_Visit1	NN82299768	282290	797680
S17B	S17B_F8	2000_Visit1	NN82269756	282260	797560
S17B	S17B_F8	2000_Visit1	NN82249818	282240	798180
S17B	S17B_F8	2000_Visit1	NN82259815	282250	798150
S17B	S17B_F8	2000_Visit2	NN82249814	282240	798140
S17B	S17B_F7	2000_Visit1	NH98772198	298770	821980
S17B	S17B_F7	2000_Visit1	NH98772191	298770	821910
S17B	S17B_F7	2000_Visit3	NH71640033	271640	800330
S29	S29_F7	2000_Visit1	NH72000041	272000	800410
S29	S29_F7	2000_Visit2	NH71630035	271630	800350
S8	S8_F9	2000_Visit3	NH71930044	271930	800440
S8	S8_F9	2000_Visit3	NH95071984	295070	819840
S8	S8_F9	2000_Visit3	NH98412203	298410	822030
S8	S8_F9	2000_Visit3	NH98472209	298470	822090
S27	S27_F44	2000_Visit1	NH98472211	298470	822110
S27	S27_F6	2000_Visit1	NH96192494	296190	824940
S27	S27_F6	2000_Visit3	NJ04161804	304160	818040
S27	S27_F6	2000_Visit3	NJ04171804	304170	818040
S37	S37_FOUTSIDE BOUNDARY	2000_Visit2	NJ04151802	304150	818020
S34	S34_F54	2010_Visit2	NJ04161805	304160	818050
S34	S34_F54	2010_Visit2	NJ04181807	304180	818070
S34	S34_F54	2010_Visit2	NJ04771793	304770	817930
S34	S34_F54	2010_Visit2	NJ04811793	304810	817930
S34	S34_F54	2010_Visit2	NJ04791795	304790	817950
S34	S34_F56	2010_Visit2	NJ04731797	304730	817970
S34	S34_F56	2010_Visit2	NJ04721798	304720	817980
S34	S34_F56	2010_Visit2	NJ04471783	304470	817830
S34	S34_F56	2010_Visit2	NJ03471753	303470	817530
S34	S34_F56	2010_Visit2	NH97832086	297830	820860
S34	S34_F35	2005_Visit3	NH97652101	297650	821010
S34	S34_F51	2005_Visit1	NN66728901	266720	789010
S28	S28_Fnot RECORDED	2005_Visit1	NN66758897	266750	788970
S28	S28_Fnot RECORDED	2005_Visit2	NN66658866	266650	788660
S45	S45_F2	2005_Visit2	NN66668866	266660	788660
S45	S45_F2	2005_Visit2	NN66818876	266810	788760
S45	S45_F2	2005_Visit2	NN65568757	265560	787570
S45	S45_F2	2005_Visit2	NN65688773	265680	787730
S45	S45_F5	2010_Visit2	NN65688770	265680	787700
S45	S45_F2	2005_Visit2	NN64938686	264930	786860
S45	S45_F2	2005_Visit2	NN66658861	266650	788610
S45	S45_F2	2005_Visit2	NN66658861	266650	788610
S45	S45_F2	2005_Visit2	NN66358826	266350	788260
S45	S45_F2	2005_Visit2	NN66158848	266150	788480
S45	S45_F2	2005_Visit2	NN66208846	266200	788460
S45	S45_F2	2005_Visit2	NN66248819	266240	788190
S45	S45_F2	2005_Visit2	NN66038805	266030	788050
S45	S45_F2	2005_Visit2	NN66188820	266180	788200
S45	S45_F2	2005_Visit2	NN66168821	266160	788210
S45	S45_F2	2005_Visit2	NN66818910	266810	789100
S45	S45_F5	2010_Visit2	NN66518856	266510	788560
S45	S45_F5	2010_Visit2	NN66648900	266640	789000
S45	S45_F5	2010_Visit2	NN65708745	265700	787450
S45	S45_F5	2010_Visit3	NN66838917	266830	789170
S45	S45_F5	2010_Visit3	NN65748744	265740	787440
S45	S45_F5	2010_Visit3	NN66478855	266470	788550
S45	S45_F5	2010_Visit3	NN66508854	266500	788540
S45	S45_F5	2010_Visit3	NN66678899	266670	788990
S45	S45_F5	2010_Visit3	NN66148829	266140	788290
S45	S45_F5	2010_Visit3	NN66638897	266630	788970
S45	S45_F5	2010_Visit3	NN66878913	266870	789130
S45	S45_F5	2010_Visit3	NH94452437	294450	824370
S45	S45_F5	2010_Visit3	NN65678773	265670	787730
S45	S45_F5	2010_Visit3	NN65678771	265670	787710
S44B	S44B_F7	2000_Visit1	NN66818886	266810	788860
S45	S45_F2	2005_Visit2	NN65368759	265360	787590
S45	S45_F2	2005_Visit2	NN65338760	265330	787600
S45	S45_F5	2010_Visit2	NN65548758	265540	787580
S45	S45_F2	2005_Visit2	NJ04592162	304590	821620
S45	S45_F2	2005_Visit2	NJ05082057	305080	820570
S45	S45_F2	2005_Visit2	NN66258836	266250	788360
S33	S33_F43	2015_VisitOUT OF SEASON	NN66628860	266620	788600
S33	S33_F35	2015_VisitOUT OF SEASON	NN66158844	266150	788440
S45	S45_F2	2005_Visit2	NN66168831	266160	788310
S45	S45_F2	2005_Visit2	NN65018699	265010	786990
S45	S45_F2	2005_Visit2	NN65378758	265370	787580
S45	S45_F5	2010_Visit3	NN65378685	265370	786850
S45	S45_F2	2005_Visit2	NJ00232189	300230	821890
S45	S45_F2	2005_Visit2	NJ00112158	300110	821580
S45	S45_F4	2010_Visit3	NH99792205	299790	822050
S31	S31_F6	2000_Visit2	NH99562207	299560	822070
S30	S30_F2	2015_Visit3	NH98952181	298950	821810
S30	S30_F4	2015_Visit3	NH99372158	299370	821580
S30	S30_F6	2015_Visit3	NH99192118	299190	821180
S29	S29_F9	2015_Visit2	NH99052146	299050	821460
S29	S29_F4	2015_Visit2	NH99062149	299060	821490
S29	S29_F24	2015_Visit2	NH98942136	298940	821360
S29	S29_F8	2015_Visit2	NH98402159	298400	821590
S29	S29_F8	2015_Visit2	NH99522203	299520	822030
S29	S29_F20	2015_Visit2	NH99392211	299390	822110
S29	S29_F13	2015_Visit2	NH96562047	296560	820470
S30	S30_F6	2015_Visit1	NH96702068	296700	820680
S30	S30_F8	2015_Visit2	NH95742346	295740	823460
S26	S26_F18	2015_Visit1	NH86970776	286970	807760
S26	S26_F18	2015_Visit1	NH97212133	297210	821330
S39	S39_F25	2000_Visit1	NH98592146	298590	821460
S20	S20_F3	2015_Visit1	NJ00872354	300870	823540
S27	S27_F6	2015_Visit2	NJ01232338	301230	823380
S29	S29_F14	2015_Visit1	NJ01132351	301130	823510
S32	S32_F7b	2015_Visit1	NJ06472839	306470	828390
S32	S32_F18	2015_Visit2	NJ06512863	306510	828630
S32	S32_F18	2015_Visit2	NH97682632	297680	826320
S36A	S36A_F6	2015_Visit2	NJ00202197	300200	821970
S36A	S36A_F1	2015_Visit2	NJ00752422	300750	824220
S41	S41_F1	2000_Visit1	NJ00442428	300440	824280
S31	S31_F6	2000_Visit2	NJ00572415	300570	824150
S42	S42_F12	2015_VisitOUT OF SEASON	NJ00642406	300640	824060
S42	S42_F12	2015_VisitOUT OF SEASON	NJ00982515	300980	825150
S42	S42_F13	2015_VisitOUT OF SEASON	NJ00892497	300890	824970
S42	S42_F13	2015_VisitOUT OF SEASON	NJ01062485	301060	824850
S42	S42_F13	2015_VisitOUT OF SEASON	NJ01032434	301030	824340
S42	S42_F3	2015_VisitOUT OF SEASON	NJ01002435	301000	824350
S42	S42_F3	2015_VisitOUT OF SEASON	NJ00682426	300680	824260
S42	S42_F8	2015_VisitOUT OF SEASON	NJ04682161	304680	821610
S42	S42_F11	2015_VisitOUT OF SEASON	NJ04882170	304880	821700
S42	S42_F11	2015_VisitOUT OF SEASON	NJ05012167	305010	821670
S42	S42_F12	2015_VisitOUT OF SEASON	NJ04812137	304810	821370
S33	S33_F42	2015_Visit1	NJ02472054	302470	820540
S33	S33_F40	2015_Visit1	NH96602445	296600	824450
S33	S33_F39	2015_Visit1	NH97542640	297540	826400
S33	S33_F41	2015_Visit1	NN66128830	266120	788300
S33	S33_F63	2015_Visit2	NN65978822	265970	788220
S37	S37_F7	2015_Visit1	NN66678895	266670	788950
S41	S41_F1	2000_Visit1	NN65748746	265740	787460
S45	S45_F5	2010_Visit3	NN66008822	266000	788220
S45	S45_F5	2010_Visit3	NN66488853	266480	788530
S45	S45_F5	2010_Visit3	NN66828913	266820	789130
S45	S45_F5	2010_Visit3	NN65998825	265990	788250
S45	S45_F5	2010_Visit3	NN65978820	265970	788200
S45	S45_F5	2010_Visit3	NN66168834	266160	788340
S45	S45_F5	2010_Visit3	NN66538858	266530	788580
S45	S45_F5	2010_Visit3	NN66708897	266700	788970
S45	S45_F5	2010_Visit3	NN66638894	266630	788940
S45	S45_F5	2010_Visit3	NN66658902	266650	789020
S45	S45_F5	2010_Visit3	NN66908914	266900	789140
S45	S45_F5	2010_Visit3	NN66848909	266840	789090
S45	S45_F5	2010_Visit3	NH97582640	297580	826400
S45	S45_F5	2010_Visit3	NH97562635	297560	826350
S45	S45_F5	2010_Visit3	NH97712644	297710	826440
S45	S45_F5	2010_Visit3	NN73599968	273590	799680
S41	S41_F1	2000_Visit1	NN72919913	272910	799130
S41	S41_F1	2000_Visit1	NN73679971	273670	799710
S41	S41_F1	2000_Visit1	NN73889836	273880	798360
S11	S11_F12	2015_Visit1	NN73729854	273720	798540
S11	S11_F5	2015_Visit2	NN72909634	272900	796340
S11	S11_F12	2015_Visit2	NH75440013	275440	800130
S13	S13_F5	2015_Visit2	NH73610003	273610	800030
S13	S13_F2	2015_Visit2	NH84030570	284030	805700
S12	S12_F1	2015_Visit1	NH84890652	284890	806520
S14	S14_F2	2015_Visit2	NH90111161	290110	811610
S14	S14_F10	2015_Visit3	NH90261173	290260	811730
S17A	S17A_F1	2015_Visit1	NH89941094	289940	810940
S18	S18_F4	2015_Visit1	NH93741747	293740	817470
S22B	S22B_F8	2015_Visit1	NH93891960	293890	819600
S22B	S22B_F9	2015_Visit1	NH93401938	293400	819380
S22C	S22C_F1	2015_Visit2	NH92801937	292800	819370
S24	S24_F3	2015_Visit2	NH93241922	293240	819220
S25	S25_F15	2015_Visit1	NH93171940	293170	819400
S25	S25_F12	2015_Visit1	NH92441939	292440	819390
S25	S25_F11	2015_Visit1	NJ03922058	303920	820580
S25	S25_F21	2015_Visit3	NJ03772043	303770	820430
S25	S25_F11	2015_Visit3	NH97812643	297810	826430
S25	S25_F2	2015_Visit3	NJ00682433	300680	824330
S33	S33_F52	2015_VisitOUT OF SEASON	NJ00742437	300740	824370
S33	S33_F54	2015_VisitOUT OF SEASON	NJ00762427	300760	824270
S41	S41_F1	2000_Visit1	NJ01062493	301060	824930
S42	S42_F10	2005_Visit1	NJ01162488	301160	824880
S42	S42_F10	2005_Visit1	NJ01102489	301100	824890
S42	S42_F10	2005_Visit1	NJ01162484	301160	824840
S42	S42_F7	2005_Visit1	NJ01172492	301170	824920
S42	S42_F7	2005_Visit1	NJ01192488	301190	824880
S42	S42_F7	2005_Visit1	NJ01122484	301120	824840
S42	S42_F7	2005_Visit1	NJ01142497	301140	824970
S42	S42_F7	2005_Visit1	NJ01082488	301080	824880
S42	S42_F7	2005_Visit1	NJ01032492	301030	824920
S42	S42_F7	2005_Visit1	NJ01122481	301120	824810
S42	S42_F7	2005_Visit1	NJ01142481	301140	824810
S42	S42_F7	2005_Visit1	NJ01082483	301080	824830
S42	S42_F7	2005_Visit1	NJ01122485	301120	824850
S42	S42_F7	2005_Visit2	NJ01082493	301080	824930
S42	S42_F7	2005_Visit2	NJ01152486	301150	824860
S42	S42_F7	2005_Visit2	NJ07682688	307680	826880
S42	S42_F7	2005_Visit2	NH84440585	284440	805850
S42	S42_F7	2005_Visit2	NH84350562	284350	805620
S42	S42_F7	2005_Visit2	NH84290601	284290	806010
S48a	S48a_F2	2015_Visit3	NN56509352	256500	793520
S17A	S17A_F1	2010_Visit2	NN67909937	267900	799370
S17A	S17A_F1	2010_Visit2	NN67919912	267910	799120
S17A	S17A_F1	2010_Visit2	NN68459962	268450	799620
S1	S1_F2	2000_Visit1	NN68459963	268450	799630
S7	S7_F5	2000_Visit2	NN67869924	267860	799240
S7	S7_F5	2000_Visit2	NN67999925	267990	799250
S7	S7_F2	2000_Visit2	NN67879897	267870	798970
S7	S7_F2	2000_Visit2	NN70389397	270380	793970
S7	S7_F5	2000_Visit2	NH86170689	286170	806890
S7	S7_F5	2000_Visit2	NH98892169	298890	821690
S7	S7_F5	2000_Visit2	NJ00082188	300080	821880
S12	S12_F2	2000_Visit2	NJ00182201	300180	822010
S18	S18_F6	2000_Visit1	NJ00412268	300410	822680
S29	S29_F10	2000_Visit2	NJ00482255	300480	822550
S31	S31_F6	2000_Visit2	NJ00582262	300580	822620
S31	S31_F4	2000_Visit2	NJ00042289	300040	822890
