EJS_SiteCode	EJS_UniqueFieldID	YrVisit	GridRef_OSGB36	X	Y
NA	NA_NA	2015_Visit2	NH77480021	277480	800210
NA	NA_NA	2015_Visit2	NH77380049	277380	800490
NA	NA_NA	2015_Visit2	NH96152702	296150	827020
NA	NA_NA	2015_Visit2	NH95702648	295700	826480
NA	NA_NA	2015_Visit2	NH96472683	296470	826830
NA	NA_NA	2015_Visit3	NH96872675	296870	826750
NA	NA_NA	2015_Visit3	NH96822650	296820	826500
NA	NA_NA	2015_Visit3	NJ02591852	302590	818520
NA	NA_NA	2015_Visit3	NJ03121804	303120	818040
NA	NA_NA	2015_Visit3	NJ02411841	302410	818410
NA	NA_NA	2015_Visit3	NJ02561897	302560	818970
NA	NA_NA	2015_Visit3	NJ02551873	302550	818730
NA	NA_NA	2015_Visit3	NH76890090	276890	800900
NA	NA_NA	2015_Visit3	NH76910091	276910	800910
NA	NA_NA	2015_Visit3	NH76750079	276750	800790
NA	NA_NA	2015_Visit3	NH96442045	296440	820450
S38	S38_F3	2015_Visit1	NH96432036	296430	820360
S38	S38_F3	2015_Visit2	NH96662039	296660	820390
S38	S38_F3	2015_Visit3	NH95731978	295730	819780
S38	S38_F3	2015_Visit3	NH96202015	296200	820150
S38	S38_F3	2015_Visit3	NH96022039	296020	820390
S34	S34_F10	2015_Visit1	NJ00712455	300710	824550
S34	S34_F30	2015_Visit2	NJ00762422	300760	824220
S34	S34_F9	2015_Visit2	NJ00652498	300650	824980
S34	S34_F21	2015_Visit3	NJ01032450	301030	824500
S34	S34_F7	2015_Visit3	NJ00962428	300960	824280
NA	NA_NA	2015_Visit2	NJ00992431	300990	824310
NA	NA_NA	2015_Visit3	NJ00682403	300680	824030
NA	NA_NA	2015_Visit3	NJ00472407	300470	824070
S26	S26_F12	2015_Visit2	NJ00782487	300780	824870
S26	S26_F12	2015_Visit2	NJ00972482	300970	824820
S26	S26_F17	2015_Visit2	NJ01142481	301140	824810
S26	S26_F2	2015_Visit2	NJ00542490	300540	824900
S26	S26_F9	2015_Visit2	NJ06532008	306530	820080
S26	S26_F9	2015_Visit2	NJ06282129	306280	821290
S42	S42_F10	2015_Visit1	NJ05922118	305920	821180
S42	S42_F12	2015_Visit1	NJ06602111	306600	821110
S42	S42_F2	2015_Visit1	NJ06022123	306020	821230
S42	S42_F9	2015_Visit1	NN65878799	265870	787990
S42	S42_F11	2015_Visit2	NN65398766	265390	787660
S42	S42_F11	2015_Visit2	NN67308985	267300	789850
S42	S42_F13	2015_Visit2	NN66448876	266440	788760
S42	S42_F14	2015_Visit2	NH71520055	271520	800550
S42	S42_F2	2015_Visit2	NH71440008	271440	800080
S42	S42_F8	2015_Visit2	NH71860047	271860	800470
S42	S42_F8	2015_Visit2	NH71600013	271600	800130
S42	S42_F1	2015_Visit3	NN65649407	265640	794070
S33	S33_F31	2015_Visit1	NN65769409	265760	794090
S33	S33_F23	2015_Visit2	NN65559397	265550	793970
S33	S33_F34a	2015_Visit2	NN65489453	265480	794530
S33	S33_F19	2015_Visit3	NN56149354	256140	793540
S33	S33_F34a	2015_Visit3	NN55619352	255610	793520
S45	S45_F5	2015_Visit3	NN56579371	256570	793710
S45	S45_F5	2015_Visit3	NN56379357	256370	793570
S45	S45_F5	2015_Visit3	NN55549358	255540	793580
S45	S45_F5	2015_Visit3	NN57399359	257390	793590
S8	S8_F7	2015_Visit1	NN57339355	257330	793550
S8	S8_F6	2015_Visit2	NN56179343	256170	793430
S8	S8_F8	2015_Visit2	NN55569362	255560	793620
S8	S8_F6	2015_Visit3	NN56439367	256430	793670
S3	S3_F8	2010_Visit3	NN57279370	257270	793700
S3	S3_F8	2010_Visit3	NH97242088	297240	820880
S3	S3_F9	2010_Visit1	NN75409992	275400	799920
S3	S3_F1	2010_Visit2	NN73509984	273500	799840
S1	S1_F4	2015_Visit1	NN73439980	273430	799800
S1	S1_F4	2015_Visit1	NN73439971	273430	799710
S1	S1_F5	2015_Visit1	NN74329949	274320	799490
S1	S1_F4	2015_Visit2	NN74169972	274160	799720
S1	S1_F4	2015_Visit2	NH75380018	275380	800180
S1	S1_F6	2015_Visit2	NN74469983	274460	799830
S1	S1_F6	2015_Visit2	NH75280008	275280	800080
S1	S1_F4	2015_Visit3	NN73409973	273400	799730
S1	S1_F4	2015_Visit3	NN73479974	273470	799740
S1	S1_F5	2015_Visit3	NN73619986	273610	799860
S1	S1_F6	2015_Visit3	NH75350027	275350	800270
S28	S28_F8a	2015_Visit2	NH74850008	274850	800080
S14	S14_F1	2015_Visit1	NN73969975	273960	799750
S14	S14_F11	2015_Visit1	NH75220012	275220	800120
S14	S14_F11	2015_Visit1	NN73689981	273680	799810
S14	S14_F11	2015_Visit1	NN73959980	273950	799800
S14	S14_F13	2015_Visit1	NJ08202907	308200	829070
S14	S14_F13	2015_Visit1	NJ08242895	308240	828950
S14	S14_F2	2015_Visit1	NJ08902898	308900	828980
S14	S14_F4b	2015_Visit1	NJ08072910	308070	829100
S14	S14_F1	2015_Visit2	NJ07922895	307920	828950
S14	S14_F11	2015_Visit2	NJ08022876	308020	828760
S14	S14_F11	2015_Visit2	NJ07862873	307860	828730
S14	S14_F11	2015_Visit2	NJ08252883	308250	828830
S14	S14_F2	2015_Visit2	NJ08442864	308440	828640
S14	S14_F4a	2015_Visit2	NJ08642854	308640	828540
S14	S14_F7	2015_Visit2	NJ08352896	308350	828960
S14	S14_F1	2015_Visit3	NJ08322907	308320	829070
S14	S14_F11	2015_Visit3	NJ08152908	308150	829080
S14	S14_F7	2015_Visit3	NJ08992883	308990	828830
S48B	S48B_F1	2015_Visit1	NJ08482901	308480	829010
S48B	S48B_F1	2015_Visit1	NJ08642913	308640	829130
S48B	S48B_F14	2015_Visit1	NJ08012879	308010	828790
S48B	S48B_F2	2015_Visit1	NJ07932871	307930	828710
S48B	S48B_F4	2015_Visit1	NJ08442863	308440	828630
S48B	S48B_F4	2015_Visit1	NJ08512879	308510	828790
S48B	S48B_F6	2015_Visit1	NJ08462898	308460	828980
S48B	S48B_F7	2015_Visit1	NJ08482928	308480	829280
S48B	S48B_F7	2015_Visit1	NJ08412921	308410	829210
S48B	S48B_F7	2015_Visit1	NJ07982903	307980	829030
S48B	S48B_F1	2015_Visit2	NJ07902890	307900	828900
S48B	S48B_F1	2015_Visit2	NJ08442866	308440	828660
S48B	S48B_F1	2015_Visit2	NJ08562871	308560	828710
S48B	S48B_F12	2015_Visit2	NJ08512879	308510	828790
S48B	S48B_F15	2015_Visit2	NH81270301	281270	803010
S48B	S48B_F16	2015_Visit2	NH81460276	281460	802760
S48B	S48B_F4	2015_Visit2	NH81270287	281270	802870
S48B	S48B_F6	2015_Visit2	NH81590316	281590	803160
S48B	S48B_F7	2015_Visit2	NH81660279	281660	802790
S48B	S48B_F8	2015_Visit2	NH81700291	281700	802910
S48B	S48B_F1	2015_Visit3	NH81640291	281640	802910
S48B	S48B_F16	2015_Visit3	NH81440256	281440	802560
S48B	S48B_F16	2015_Visit3	NH81090286	281090	802860
S48B	S48B_F3	2015_Visit3	NH81380262	281380	802620
S48B	S48B_F4	2015_Visit3	NH81100283	281100	802830
S48B	S48B_F7	2015_Visit3	NH81360298	281360	802980
S48B	S48B_F7	2015_Visit3	NH81630270	281630	802700
S48B	S48B_F8	2015_Visit3	NH81290253	281290	802530
S15a	S15a_FCou1	2015_Visit1	NH81190295	281190	802950
S15a	S15a_FCou1	2015_Visit1	NH81610274	281610	802740
S15a	S15a_FCou1	2015_Visit1	NH81860400	281860	804000
S15a	S15a_FCou1	2015_Visit1	NH80570311	280570	803110
S15a	S15a_FCou1	2015_Visit2	NH80890332	280890	803320
S15a	S15a_FCou1	2015_Visit2	NH81760389	281760	803890
S15a	S15a_FCou1	2015_Visit2	NH80640314	280640	803140
S15a	S15a_FCou1	2015_Visit2	NH80960333	280960	803330
S15a	S15a_FCou1	2015_Visit2	NH80780313	280780	803130
S15a	S15a_FCou1	2015_Visit2	NH80920342	280920	803420
S15a	S15a_FCou1	2015_Visit3	NH81170350	281170	803500
S15a	S15a_FCou1	2015_Visit3	NH82310391	282310	803910
S15a	S15a_FCou1	2015_Visit3	NH82100368	282100	803680
S15a	S15a_FCou1	2015_Visit3	NN67639180	267630	791800
S15a	S15a_FCou1	2015_Visit3	NN76849991	276840	799910
S15a	S15a_FCou1	2015_Visit3	NH76970003	276970	800030
NA	NA_NA	2015_Visit1	NH76870064	276870	800640
NA	NA_NA	2015_Visit1	NN77079990	277070	799900
NA	NA_NA	2015_Visit1	NH76800006	276800	800060
NA	NA_NA	2015_Visit2	NH77070028	277070	800280
NA	NA_NA	2015_Visit2	NH80460145	280460	801450
NA	NA_NA	2015_Visit2	NH80680194	280680	801940
NA	NA_NA	2015_Visit3	NH80220158	280220	801580
NA	NA_NA	2015_Visit3	NH80310179	280310	801790
NA	NA_NA	2015_Visit3	NH80370206	280370	802060
NA	NA_NA	2015_Visit2	NH80290159	280290	801590
S15a	S15a_FCou1	2015_Visit1	NH80670164	280670	801640
S45	S45_F5	2015_Visit1	NH80570202	280570	802020
NA	NA_NA	2015_Visit2	NH80260184	280260	801840
NA	NA_NA	2015_Visit2	NH80890232	280890	802320
NA	NA_NA	2015_Visit2	NH80960237	280960	802370
NA	NA_NA	2015_Visit2	NH80680271	280680	802710
NA	NA_NA	2015_Visit2	NH80800237	280800	802370
NA	NA_NA	2015_Visit2	NH81060220	281060	802200
S15a	S15a_FCou1	2015_Visit1	NH81070225	281070	802250
S15a	S15a_FCou1	2015_Visit1	NH80470147	280470	801470
S15a	S15a_FCou1	2015_Visit1	NH80480216	280480	802160
S15a	S15a_FCou1	2015_Visit1	NH80500156	280500	801560
S15a	S15a_FCou1	2015_Visit1	NH80360201	280360	802010
S15a	S15a_FCou1	2015_Visit1	NH80170146	280170	801460
S15a	S15a_FCou1	2015_Visit1	NH80630196	280630	801960
S15a	S15a_FCou1	2015_Visit1	NH81040223	281040	802230
S15a	S15a_FCou1	2015_Visit1	NH80970278	280970	802780
S15a	S15a_FCou1	2015_Visit1	NH80560253	280560	802530
S15a	S15a_FCou1	2015_Visit1	NH80760264	280760	802640
S15a	S15a_FCou1	2015_Visit1	NH80570243	280570	802430
S15a	S15a_FCou1	2015_Visit1	NH80520206	280520	802060
S15a	S15a_FCou1	2015_Visit1	NH80690220	280690	802200
S15a	S15a_FCou1	2015_Visit1	NH80800201	280800	802010
S15a	S15a_FCou1	2015_Visit2	NH80640166	280640	801660
S15a	S15a_FCou1	2015_Visit2	NH80460221	280460	802210
S15a	S15a_FCou1	2015_Visit2	NH80180156	280180	801560
S15a	S15a_FCou1	2015_Visit2	NH80490242	280490	802420
S15a	S15a_FCou1	2015_Visit2	NH80950187	280950	801870
S15a	S15a_FCou1	2015_Visit2	NH80830247	280830	802470
S15a	S15a_FCou1	2015_Visit2	NH80970248	280970	802480
S15a	S15a_FCou1	2015_Visit2	NH81150223	281150	802230
S15a	S15a_FCou1	2015_Visit2	NH80890249	280890	802490
S15a	S15a_FCou1	2015_Visit2	NH94982478	294980	824780
S15a	S15a_FCou1	2015_Visit3	NH94852451	294850	824510
S15a	S15a_FCou1	2015_Visit3	NH94862469	294860	824690
S15a	S15a_FCou1	2015_Visit3	NH94832459	294830	824590
S15a	S15a_FCou1	2015_Visit3	NH94492443	294490	824430
S15a	S15a_FCou1	2015_Visit3	NH95032491	295030	824910
S15a	S15a_FCou1	2015_Visit3	NH94912489	294910	824890
S15a	S15a_FCou1	2015_Visit3	NH94622472	294620	824720
S15a	S15a_FCou1	2015_Visit3	NH94402460	294400	824600
S15a	S15a_FCou1	2015_Visit3	NH94512457	294510	824570
S15a	S15a_FCou1	2015_Visit3	NH94172444	294170	824440
S15a	S15a_FCou1	2015_Visit3	NH94902475	294900	824750
S15a	S15a_FCou1	2015_Visit3	NH94712447	294710	824470
S15a	S15a_FCou1	2015_Visit3	NH94872467	294870	824670
S44B	S44B_F1	2015_Visit1	NH94782450	294780	824500
S44B	S44B_F2	2015_Visit1	NH94602437	294600	824370
S44B	S44B_F2	2015_Visit1	NH94702452	294700	824520
S44B	S44B_F2	2015_Visit1	NH94802462	294800	824620
S44B	S44B_F2	2015_Visit1	NH94792448	294790	824480
S44a	S44a_F2	2015_Visit1	NH94962497	294960	824970
S44a	S44a_F2	2015_Visit1	NH94972491	294970	824910
S44a	S44a_F4	2015_Visit1	NH94752480	294750	824800
S44a	S44a_F6	2015_Visit1	NH94662466	294660	824660
S44a	S44a_F7	2015_Visit1	NH94422448	294420	824480
S44a	S44a_F8	2015_Visit1	NH95032505	295030	825050
S44B	S44B_F1	2015_Visit2	NH95012494	295010	824940
S44B	S44B_F2	2015_Visit2	NH94752475	294750	824750
S44B	S44B_F2	2015_Visit2	NH94612474	294610	824740
S44B	S44B_F2	2015_Visit2	NH97102515	297100	825150
S44B	S44B_F2	2015_Visit2	NH96492469	296490	824690
S44B	S44B_F2	2015_Visit2	NH96602495	296600	824950
S44B	S44B_F2	2015_Visit2	NH96742514	296740	825140
S44B	S44B_F2	2015_Visit2	NH96592453	296590	824530
S44a	S44a_F1	2015_Visit2	NH96332492	296330	824920
S44a	S44a_F2	2015_Visit2	NJ07283140	307280	831400
S44a	S44a_F3	2015_Visit2	NJ07303156	307300	831560
S44a	S44a_F4	2015_Visit2	NJ07343108	307340	831080
S44a	S44a_F7	2015_Visit2	NJ00762334	300760	823340
S44a	S44a_F1	2015_Visit3	NJ00512343	300510	823430
S44a	S44a_F2	2015_Visit3	NJ00762346	300760	823460
S44a	S44a_F3	2015_Visit3	NJ00502324	300500	823240
S44a	S44a_F4	2015_Visit3	NJ00922336	300920	823360
S37	S37_F3	2015_Visit1	NJ01032344	301030	823440
S37	S37_F7	2015_Visit1	NJ01232405	301230	824050
S37	S37_F9	2015_Visit1	NJ01202392	301200	823920
S37	S37_F2	2015_Visit2	NJ01352407	301350	824070
S37	S37_F7	2015_Visit2	NJ00942367	300940	823670
S37	S37_F9	2015_Visit3	NJ00862361	300860	823610
S35	S35_F8	2015_Visit1	NJ00902364	300900	823640
S35	S35_F9	2015_Visit2	NJ00372348	300370	823480
S35	S35_F5	2015_Visit3	NJ00312346	300310	823460
S32	S32_F10	2015_Visit1	NJ00602341	300600	823410
S32	S32_F10	2015_Visit1	NJ00792342	300790	823420
S32	S32_F10	2015_Visit1	NJ00442332	300440	823320
S32	S32_F11	2015_Visit1	NJ00512336	300510	823360
S32	S32_F15	2015_Visit1	NJ00862339	300860	823390
S32	S32_F16	2015_Visit1	NJ01042326	301040	823260
S32	S32_F2	2015_Visit1	NJ01312389	301310	823890
S32	S32_F2	2015_Visit1	NJ01372387	301370	823870
S32	S32_F3	2015_Visit1	NJ01092397	301090	823970
S32	S32_F7a	2015_Visit1	NJ01132396	301130	823960
S32	S32_F7a	2015_Visit1	NJ00602362	300600	823620
S32	S32_F7a	2015_Visit1	NJ00772350	300770	823500
S32	S32_F8	2015_Visit1	NJ00272361	300270	823610
S32	S32_F9	2015_Visit1	NJ00282352	300280	823520
S32	S32_F10	2015_Visit2	NJ00332355	300330	823550
S32	S32_F10	2015_Visit2	NJ07422689	307420	826890
S32	S32_F11	2015_Visit2	NJ07692695	307690	826950
S32	S32_F11	2015_Visit2	NJ07812645	307810	826450
S32	S32_F15	2015_Visit2	NJ07772691	307770	826910
S32	S32_F17	2015_Visit2	NJ07882675	307880	826750
S32	S32_F2	2015_Visit2	NJ07692708	307690	827080
S32	S32_F2	2015_Visit2	NJ07722685	307720	826850
S32	S32_F4	2015_Visit2	NJ07322676	307320	826760
S32	S32_F4	2015_Visit2	NJ07832695	307830	826950
S32	S32_F7a	2015_Visit2	NJ07642740	307640	827400
S32	S32_F7b	2015_Visit2	NJ07702697	307700	826970
S32	S32_F9	2015_Visit2	NN73769962	273760	799620
S32	S32_F9	2015_Visit2	NN73619917	273610	799170
S32	S32_F9	2015_Visit2	NN73539950	273530	799500
S48a	S48a_F11	2015_Visit1	NN73719970	273710	799700
S48a	S48a_F2	2015_Visit1	NN72939936	272930	799360
S48a	S48a_F1	2015_Visit2	NH83950573	283950	805730
S48a	S48a_F1	2015_Visit2	NH93341937	293340	819370
S48a	S48a_F1	2015_Visit2	NH93911960	293910	819600
S48a	S48a_F15	2015_Visit2	NH93851932	293850	819320
S48a	S48a_F2	2015_Visit2	NH92961962	292960	819620
S48a	S48a_F4	2015_Visit2	NH92901956	292900	819560
S48a	S48a_F1	2015_Visit3	NH93531948	293530	819480
S48a	S48a_F15	2015_Visit3	NH93751959	293750	819590
S48a	S48a_F2	2015_Visit3	NH93101922	293100	819220
S11	S11_F12	2015_Visit1	NH92771949	292770	819490
S11	S11_F13	2015_Visit1	NN82759864	282750	798640
S11	S11_F11	2015_Visit2	NN55389353	255380	793530
S11	S11_F12	2015_Visit2	NH93221924	293220	819240
S11	S11_F4	2015_Visit3	NH93201925	293200	819250
S17A	S17A_F1	2015_Visit1	NN70179784	270170	797840
S25	S25_F12	2015_Visit2	NN69419722	269410	797220
S25	S25_F15	2015_Visit2	NN70259802	270250	798020
S25	S25_F19	2015_Visit2	NN69389716	269380	797160
S25	S25_F5	2015_Visit2	NJ00042275	300040	822750
S25	S25_F5	2015_Visit2	NJ00232222	300230	822220
S25	S25_F13	2015_Visit3	NJ00222226	300220	822260
S25	S25_F14	2015_Visit3	NH97742623	297740	826230
S25	S25_F21	2015_Visit3	NH85442017	285440	820170
S25	S25_F4	2015_Visit3	NH95182419	295180	824190
S17B	S17B_F16	2015_Visit1	NH95492403	295490	824030
S1	S1_FOUTSIDE BOUNDARY	2015_Visit2	NH95772350	295770	823500
S25	S25_F21	2015_Visit2	NN71769831	271760	798310
S25	S25_F21	2015_Visit2	NN71829831	271820	798310
S6A	S6A_F13	2015_Visit1	NH79920216	279920	802160
S6B	S6B_F3	2015_Visit1	NH80090235	280090	802350
S6A	S6A_F12	2015_Visit2	NH80310256	280310	802560
S6B	S6B_F3	2015_Visit3	NH80030245	280030	802450
S31	S31_F1	2015_Visit1	NH79820208	279820	802080
S31	S31_F8b	2015_Visit1	NH79110205	279110	802050
S31	S31_F8b	2015_Visit1	NH79440184	279440	801840
S41	S41_F14	2015_Visit3	NH79250211	279250	802110
S47	S47_F2	2015_Visit2	NH79600223	279600	802230
S39	S39_F5	2015_Visit1	NH79700229	279700	802290
S39	S39_F5	2015_Visit1	NH80190275	280190	802750
S39	S39_F7	2015_Visit1	NH80240283	280240	802830
S10	S10_F7	2005_Visit1	NH79050198	279050	801980
S10	S10_F3	2000_Visit3	NH80470302	280470	803020
S15a	S15a_FBal1	2015_Visit1	NH77760168	277760	801680
S15a	S15a_FBal1	2015_Visit1	NH77460141	277460	801410
S15a	S15a_FBal1	2015_Visit1	NH77500144	277500	801440
S15a	S15a_FBal1	2015_Visit1	NH77580144	277580	801440
S15a	S15a_FBal1	2015_Visit1	NJ07972073	307970	820730
S15a	S15a_FBal1	2015_Visit2	NN65089413	265080	794130
S15a	S15a_FBal1	2015_Visit2	NH95292310	295290	823100
S15a	S15a_FBal1	2015_Visit2	NH95272338	295270	823380
S15a	S15a_FBal1	2015_Visit2	NN65108677	265100	786770
S15a	S15a_FBal1	2015_Visit2	NJ03741830	303740	818300
S15a	S15a_FBal1	2015_Visit2	NJ04121674	304120	816740
S15a	S15a_FBal1	2015_Visit3	NJ04801791	304800	817910
S15a	S15a_FBal1	2015_Visit3	NH90141143	290140	811430
S15a	S15a_FBal1	2015_Visit3	NH98842204	298840	822040
NA	NA_NA	2015_Visit1	NH98772165	298770	821650
NA	NA_NA	2015_Visit1	NH80150397	280150	803970
NA	NA_NA	2015_Visit1	NH80240401	280240	804010
NA	NA_NA	2015_Visit2	NH80610396	280610	803960
S33	S33_F7	2015_Visit2	NN77129995	277120	799950
S3	S3_F12	2010_Visit2	NH76710044	276710	800440
S39	S39_F16	2015_Visit1	NH96802667	296800	826670
S39	S39_F17B	2015_Visit2	NJ00762440	300760	824400
S45	S45_F4	2015_Visit1	NJ00952455	300950	824550
S34	S34_F43	2015_Visit1	NJ01512542	301510	825420
S34	S34_F48	2015_Visit1	NN67068908	267060	789080
S34	S34_F56	2015_Visit3	NN66268828	266260	788280
S22B	S22B_F7	2015_Visit1	NN67088890	267080	788900
S29	S29_F12	2015_Visit1	NN67669189	267660	791890
S29	S29_F16	2015_Visit3	NH71030013	271030	800130
S16	S16_F10	2015_Visit2	NH71620018	271620	800180
S16	S16_F10	2015_Visit2	NH71900041	271900	800410
S16	S16_F4	2015_Visit2	NN55779307	255770	793070
NA	NA_NA	2015_Visit1	NN55589338	255580	793380
NA	NA_NA	2015_Visit1	NN56059359	256050	793590
S38	S38_F3	2015_Visit1	NH97372050	297370	820500
S42	S42_F12	2015_Visit1	NJ08432897	308430	828970
S42	S42_F9	2015_Visit1	NJ08452908	308450	829080
S42	S42_F7	2015_Visit2	NJ08632857	308630	828570
S45	S45_F5	2015_Visit3	NJ08152893	308150	828930
S45	S45_F5	2015_Visit3	NJ08712864	308710	828640
S45	S45_F5	2015_Visit3	NH76860051	276860	800510
S45	S45_F6	2015_Visit3	NN76639988	276630	799880
S8	S8_F4	2015_Visit3	NN77009991	277000	799910
S8	S8_F7	2015_Visit3	NH94812449	294810	824490
S8	S8_F8	2015_Visit3	NH94782449	294780	824490
S1	S1_F2	2015_Visit2	NH94772451	294770	824510
S1	S1_F4	2015_Visit2	NJ07253152	307250	831520
S1	S1_F4	2015_Visit3	NJ01262411	301260	824110
S28	S28_F1	2015_Visit2	NJ00192340	300190	823400
S48B	S48B_F1	2015_Visit1	NJ00992363	300990	823630
S48B	S48B_F15	2015_Visit1	NJ07802677	307800	826770
S48B	S48B_F7	2015_Visit1	NJ07722733	307720	827330
S48B	S48B_F2	2015_Visit2	NJ07212664	307210	826640
S48B	S48B_F7	2015_Visit2	NJ07152686	307150	826860
NA	NA_NA	2015_Visit2	NJ07242688	307240	826880
NA	NA_NA	2015_Visit2	NN73749968	273740	799680
NA	NA_NA	2015_Visit2	NH93791951	293790	819510
S44B	S44B_F2	2015_Visit1	NH93191948	293190	819480
S44B	S44B_F2	2015_Visit1	NH93101923	293100	819230
S44B	S44B_F2	2015_Visit1	NJ03631856	303630	818560
S35	S35_F8	2015_Visit1	NH80560385	280560	803850
S32	S32_F2	2015_Visit1	NH80310392	280310	803920
S32	S32_F9	2015_Visit1	NH95422017	295420	820170
S32	S32_F7a	2015_Visit2	NH77490121	277490	801210
S48a	S48a_F1	2015_Visit1	NN55619372	255610	793720
S48a	S48a_F15	2015_Visit1	NN55929345	255920	793450
S48a	S48a_F5	2015_Visit1	NJ07722868	307720	828680
S48a	S48a_F11	2015_Visit2	NH80120173	280120	801730
S48a	S48a_F11	2015_Visit3	NJ07852663	307850	826630
S11	S11_F12	2015_Visit3	NN70239785	270230	797850
S25	S25_F19	2015_Visit2	NN69429722	269420	797220
S25	S25_F12	2015_Visit3	NH95632375	295630	823750
S25	S25_F21	2015_Visit1	NH80560397	280560	803970
S34	S34_F42	2015_Visit1	NH95772047	295770	820470
S16	S16_F4	2015_Visit2	NJ00632440	300630	824400
S16	S16_F10	2015_Visit3	NN65978808	265970	788080
S27	S27_F14	2015_Visit3	NJ07682733	307680	827330
NA	NA_NA	2015_Visit2	NN65308688	265300	786880
S1	S1_F4	2015_Visit2	NJ01002477	301000	824770
S1	S1_F4	2015_Visit2	NJ08312901	308310	829010
S48B	S48B_F5	2015_Visit3	NH72850040	272850	800400
S15a	S15a_FCou1	2015_Visit1	NN57819369	257810	793690
S48a	S48a_F1	2015_Visit1	NH98412139	298410	821390
S6A	S6A_F13	2015_Visit2	NN73179887	273170	798870
S6B	S6B_F3	2015_Visit2	NH95942461	295940	824610
S39	S39_F7	2015_Visit1	NN55249343	255240	793430
S16	S16_F4	2015_Visit2	NJ08432918	308430	829180
S27	S27_F13	2015_Visit3	NJ00692496	300690	824960
S42	S42_F12	2015_Visit1	NJ08452932	308450	829320
S45	S45_F5	2015_Visit3	NN65259399	265250	793990
S48a	S48a_F15	2015_Visit3	NN65559427	265550	794270
S45	S45_F4	2015_Visit1	NN65999417	265990	794170
S42	S42_F8	2015_Visit3	NN64729401	264720	794010
S48B	S48B_F1	2015_Visit3	NN65239448	265230	794480
S9	S9_F12	2015_Visit3	NN65989442	265980	794420
S1	S1_F6	2015_Visit2	NN66399446	266390	794460
S29	S29_F14	2015_Visit1	NN65849403	265840	794030
S11	S11_F16	2015_Visit2	NN65589391	265580	793910
S37	S37_F21	2015_Visit3	NN65309455	265300	794550
S1	S1_F1	2015_Visit1	NN66189442	266180	794420
S48B	S48B_F16	2015_Visit1	NN65569405	265560	794050
S42	S42_F2	2015_Visit2	NN65829408	265820	794080
S48B	S48B_F1	2015_Visit3	NN64399394	264390	793940
S3	S3_F12	2010_Visit2	NN65689417	265680	794170
S3	S3_F13	2010_Visit2	NN65329402	265320	794020
S3	S3_F15	2010_Visit2	NN66389416	266380	794160
S3	S3_F18	2010_Visit2	NN66449416	266440	794160
S3	S3_F21	2010_Visit2	NN66389413	266380	794130
S3	S3_F2b	2010_Visit2	NN66019425	266010	794250
S3	S3_F3	2010_Visit2	NN65129404	265120	794040
S3	S3_F8	2010_Visit2	NN65279438	265270	794380
S3	S3_F9	2010_Visit2	NN65269435	265260	794350
S3	S3_F11	2005_Visit3	NN65099435	265090	794350
S3	S3_F15	2005_Visit1	NH94622391	294620	823910
S3	S3_F24	2005_Visit1	NN65068673	265060	786730
S3	S3_F25	2005_Visit3	NN65408696	265400	786960
S3	S3_F2	2005_Visit1	NN67188969	267180	789690
S3	S3_F20	2005_Visit1	NN66978928	266970	789280
S3	S3_F21	2005_Visit1	NN66098853	266090	788530
S3	S3_F16	2005_Visit1	NH97612663	297610	826630
S3	S3_F16	2005_Visit1	NN65998791	265990	787910
S3	S3_F16	2005_Visit1	NN66168811	266160	788110
S3	S3_F17	2005_Visit1	NN66058803	266050	788030
S3	S3_F13	2000_Visit3	NN66048809	266040	788090
S3	S3_F19	2000_Visit1	NN66088813	266080	788130
S3	S3_F19	2000_Visit1	NN68119231	268110	792310
S3	S3_F19	2000_Visit2	NN66428869	266420	788690
S39	S39_F1	2010_Visit3	NN66488866	266480	788660
S45	S45_F4	2010_Visit2	NN70299794	270290	797940
S45	S45_F4	2010_Visit2	NH97772633	297770	826330
S45	S45_F5	2010_Visit2	NH97732650	297730	826500
S45	S45_F5	2010_Visit2	NH97542618	297540	826180
S45	S45_F5	2010_Visit2	NH97642634	297640	826340
S41	S41_F14	2015_Visit3	NH97712649	297710	826490
S45	S45_F3	2000_Visit1	NH97842642	297840	826420
S45	S45_F3	2000_Visit1	NH97792632	297790	826320
S45	S45_F3	2000_Visit1	NH97522632	297520	826320
S45	S45_F3	2000_Visit1	NH97602656	297600	826560
S45	S45_F3	2000_Visit1	NH97532642	297530	826420
S45	S45_NA	2000_Visit1	NH97492646	297490	826460
S45	S45_F7	2000_Visit1	NH97732654	297730	826540
S45	S45_F7	2000_Visit1	NH97582652	297580	826520
S6	S6_F9	2000_Visit3	NH97582662	297580	826620
S41	S41_F14	2015_Visit3	NH97792624	297790	826240
S41	S41_F14	2015_Visit3	NH97552652	297550	826520
S41	S41_F14	2015_Visit1	NH97612650	297610	826500
S41	S41_F14	2010_Visit1	NH97812658	297810	826580
S41	S41_F14	2010_Visit2	NH97582662	297580	826620
S41	S41_F14	2010_Visit2	NH97682533	297680	825330
S41	S41_F14	2010_Visit3	NH97432546	297430	825460
S41	S41_F14	2015_VisitOUT OF SEASON	NH97532601	297530	826010
S41	S41_F14	2010_Visit1	NH97382545	297380	825450
S41	S41_F14	2010_Visit2	NH73570044	273570	800440
S41	S41_F14	2015_Visit1	NH73560042	273560	800420
S41	S41_F14	2010_Visit1	NH73660044	273660	800440
